ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
0 (0.24),0 (0.08),0 (0.24),1 (0.28),0 (0.12),0 (0.56),0 (0.08),0 (0.44),0 (0.4),0 (0.16),0 (0.16),0 (0.16),0 (0.12),0 (0.12),0 (0.2),0,"BART,Falcon","(0, 0)",BART,TRUE,TRUE
0 (0.2),0 (0.16),0 (0.2),0 (0.24),0 (0.24),0 (0.16),0 (0.16),1 (0.28),0 (0.28),0 (0.12),0 (0.04),0 (0.12),0 (0.32),0 (0.04),0 (0.04),0,"RoBERTa,LLAMA3,MISTRAL","(0, 0, 0)",RoBERTa,TRUE,TRUE
0 (0.12),0 (0.2),0 (0.28),0 (0.16),0 (0.2),0 (0.44),0 (0.2),0 (0.24),1 (0.2),0 (0.12),0 (0.04),0 (0.04),0 (0.2),0 (0.12),0 (0.12),0,"RoBERTa,W2V","(0, 0)",RoBERTa,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.2),0 (0.0),0 (0.0),0 (0.28),0 (0.08),0 (0.0),0 (0.28),0 (0.04),0 (0.0),0 (0.04),0 (0.04),0 (0.08),0 (0.0),0 (0.04),0,"BERT,DistilBERT,Falcon,LLAMA,LLAMA3","(0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.0),0 (0.0),0 (0.04),0 (0.04),0 (0.0),0 (0.08),0 (0.0),0 (0.44),0 (0.48),0 (0.04),0 (0.04),0 (0.32),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BART,ELECTRA,Falcon,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.32),0 (0.48),0 (0.24),0 (0.24),0 (0.08),0 (0.0),0 (0.4),0 (0.36),0 (0.12),0 (0.32),0 (0.28),0 (0.24),0 (0.12),0 (0.0),1,"Falcon,MISTRAL","(0, 0)",MISTRAL,FALSE,FALSE
0 (0.08),0 (0.24),0 (0.24),0 (0.24),0 (0.28),0 (0.08),0 (0.04),0 (0.36),0 (0.28),0 (0.2),0 (0.08),0 (0.08),0 (0.04),0 (0.16),0 (0.16),0,"Falcon,XLNET","(0, 0)",Falcon,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.08),1 (0.28),0 (0.36),0 (0.24),0 (0.04),1 (0.12),1 (0.0),1 (0.04),0 (0.24),1 (0.04),1 (0.0),1 (0.08),0 (0.48),1 (0.0),1 (0.04),1,"Falcon,RoBERTa,LLAMA3","(1, 1, 1)",Falcon,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.24),0 (0.44),0 (0.32),0 (0.2),0 (0.24),1 (0.36),0 (0.28),0 (0.64),0 (0.36),1 (0.36),1 (0.4),0 (0.4),0 (0.08),1 (0.32),0 (0.32),0,XLNET,"(0,)",XLNET,TRUE,TRUE
0 (0.0),0 (0.2),0 (0.0),0 (0.24),0 (0.12),0 (0.28),0 (0.16),0 (0.12),0 (0.08),0 (0.2),0 (0.08),0 (0.2),0 (0.28),0 (0.2),0 (0.04),0,"ALBERT,BERT","(0, 0)",ALBERT,TRUE,TRUE
0 (0.28),0 (0.04),0 (0.2),0 (0.12),0 (0.4),0 (0.16),0 (0.12),0 (0.28),0 (0.24),0 (0.08),0 (0.12),0 (0.44),0 (0.32),0 (0.12),0 (0.08),0,BART,"(0,)",BART,TRUE,TRUE
0 (0.36),0 (0.36),0 (0.0),0 (0.08),0 (0.32),0 (0.16),0 (0.12),0 (0.24),0 (0.44),0 (0.12),0 (0.08),0 (0.36),0 (0.16),0 (0.04),0 (0.12),0,BERT,"(0,)",BERT,TRUE,TRUE
1 (0.24),1 (0.44),1 (0.12),1 (0.0),1 (0.16),1 (0.12),1 (0.0),1 (0.08),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"DistilBERT,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.16),1 (0.28),1 (0.0),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.2),0 (0.2),1 (0.12),1 (0.28),0 (0.44),1 (0.04),0 (0.32),1 (0.28),1 (0.16),0 (0.32),1 (0.24),1 (0.16),0 (0.2),0 (0.24),0 (0.16),1,ELMO,"(1,)",ELMO,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.12),1 (0.44),1 (0.24),1 (0.16),1 (0.32),1 (0.28),1 (0.0),1 (0.68),1 (0.24),1 (0.0),1 (0.0),1 (0.36),1 (0.28),1 (0.16),1 (0.0),1,"Falcon,LLAMA,RoBERTa,MISTRAL","(1, 1, 1, 1)",Falcon,TRUE,TRUE
1 (0.08),1 (0.4),1 (0.0),1 (0.04),0 (0.24),1 (0.4),1 (0.0),0 (0.12),0 (0.52),1 (0.0),1 (0.04),0 (0.28),1 (0.0),1 (0.04),1 (0.0),1,"BERT,Falcon,LLAMA,XLNET,MISTRAL","(1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.64),1 (0.0),1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.04),1 (0.04),1 (0.12),1 (0.04),1 (0.04),1 (0.32),1 (0.0),1 (0.4),1 (0.16),1 (0.08),1 (0.04),1 (0.2),1 (0.12),1 (0.0),1 (0.0),1,"Falcon,LLAMA3,MISTRAL","(1, 1, 1)",Falcon,TRUE,TRUE
0 (0.2),0 (0.28),0 (0.16),0 (0.24),0 (0.4),0 (0.04),0 (0.0),0 (0.08),0 (0.52),0 (0.0),0 (0.24),0 (0.12),0 (0.28),0 (0.0),0 (0.0),0,"Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.0),0 (0.16),0 (0.0),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0 (0.24),0 (0.08),0 (0.0),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0 (0.0),0,"ALBERT,BERT,DistilBERT,ELMO,Falcon,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.28),0 (0.48),0 (0.36),0 (0.2),0 (0.4),0 (0.44),0 (0.32),0 (0.52),0 (0.16),0 (0.04),0 (0.52),0 (0.04),0 (0.32),0 (0.16),0 (0.16),0,"LLAMA,W2V","(0, 0)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.48),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.12),1 (0.2),1 (0.04),1 (0.04),1 (0.24),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.2),1 (0.48),1 (0.12),1 (0.16),1 (0.0),1 (0.04),1,"Fasttext,Glove,LLAMA3","(1, 1, 1)",Fasttext,TRUE,TRUE
0 (0.16),0 (0.32),0 (0.12),1 (0.08),0 (0.28),0 (0.28),0 (0.08),0 (0.2),1 (0.44),0 (0.2),1 (0.44),1 (0.52),1 (0.32),0 (0.16),0 (0.0),0,MISTRAL,"(0,)",MISTRAL,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.56),0 (0.24),0 (0.16),0 (0.04),0 (0.04),0 (0.08),0 (0.16),0 (0.44),0 (0.12),0 (0.16),0 (0.08),0 (0.32),0 (0.04),0 (0.04),0,"ELECTRA,ELMO,LLAMA3,MISTRAL","(0, 0, 0, 0)",ELECTRA,TRUE,TRUE
1 (0.28),0 (0.32),1 (0.48),1 (0.24),0 (0.24),0 (0.16),1 (0.32),1 (0.48),1 (0.2),1 (0.24),0 (0.2),1 (0.0),0 (0.24),0 (0.52),0 (0.2),0,W2V,"(1,)",W2V,FALSE,TRUE
1 (0.04),1 (0.12),1 (0.04),1 (0.12),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.36),1 (0.0),1 (0.24),1 (0.08),1 (0.44),1 (0.0),1 (0.0),1,"ELECTRA,ELMO,Falcon,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1)",ELECTRA,TRUE,TRUE
0 (0.36),0 (0.24),0 (0.28),1 (0.32),0 (0.28),0 (0.08),1 (0.32),1 (0.36),1 (0.36),1 (0.52),0 (0.36),1 (0.36),0 (0.08),0 (0.36),0 (0.08),0,"ELMO,XLNET,MISTRAL","(0, 0, 0)",ELMO,TRUE,TRUE
1 (0.04),1 (0.28),1 (0.12),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.16),1 (0.0),1 (0.0),1,"DistilBERT,ELMO,Falcon,Glove,LLAMA,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.0),1 (0.04),1 (0.56),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.04),0 (0.12),0 (0.32),0 (0.16),0 (0.04),0 (0.04),0 (0.36),0 (0.36),0 (0.32),0 (0.08),0 (0.2),0 (0.0),0 (0.08),0 (0.04),0,XLNET,"(0,)",XLNET,TRUE,TRUE
0 (0.0),0 (0.28),0 (0.0),0 (0.04),0 (0.4),0 (0.04),0 (0.04),0 (0.32),0 (0.08),0 (0.16),0 (0.12),0 (0.12),0 (0.12),0 (0.08),0 (0.0),0,"ALBERT,BERT,MISTRAL","(0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.28),1 (0.56),1 (0.32),1 (0.4),1 (0.2),1 (0.32),1 (0.0),1 (0.32),1 (0.12),1 (0.04),1 (0.04),0 (0.64),1 (0.24),1 (0.04),1 (0.0),1,"Falcon,MISTRAL","(1, 1)",Falcon,TRUE,TRUE
0 (0.08),1 (0.12),0 (0.16),1 (0.12),0 (0.24),0 (0.24),0 (0.16),0 (0.64),1 (0.48),0 (0.04),0 (0.16),0 (0.04),0 (0.0),0 (0.0),0 (0.0),0,"XLNET,LLAMA3,MISTRAL","(0, 0, 0)",XLNET,TRUE,TRUE
1 (0.36),0 (0.28),1 (0.04),1 (0.2),1 (0.16),1 (0.08),1 (0.24),1 (0.28),1 (0.08),1 (0.16),0 (0.2),1 (0.28),1 (0.28),1 (0.16),1 (0.2),1,BERT,"(1,)",BERT,TRUE,TRUE
1 (0.16),1 (0.32),1 (0.2),1 (0.0),1 (0.32),1 (0.0),1 (0.0),1 (0.04),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.44),1 (0.0),1 (0.0),1,"DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",DistilBERT,TRUE,TRUE
0 (0.16),0 (0.28),0 (0.0),0 (0.0),0 (0.24),0 (0.0),0 (0.28),0 (0.36),0 (0.12),0 (0.24),0 (0.28),0 (0.0),0 (0.16),0 (0.16),0 (0.04),0,"BERT,DistilBERT,ELMO,W2V","(0, 0, 0, 0)",BERT,TRUE,TRUE
1 (0.36),0 (0.44),1 (0.0),1 (0.16),1 (0.32),1 (0.04),0 (0.0),1 (0.04),0 (0.56),1 (0.0),1 (0.2),1 (0.24),1 (0.48),1 (0.0),0 (0.12),1,"BERT,Falcon,LLAMA,LLAMA3","(1, 0, 1, 1)",BERT,TRUE,TRUE
0 (0.24),0 (0.36),0 (0.24),0 (0.32),0 (0.36),0 (0.16),0 (0.08),0 (0.28),1 (0.32),0 (0.0),0 (0.12),0 (0.12),0 (0.12),0 (0.08),0 (0.04),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.2),0 (0.28),0 (0.28),0 (0.08),0 (0.32),0 (0.12),0 (0.08),0 (0.2),0 (0.52),0 (0.12),0 (0.2),0 (0.12),0 (0.0),0 (0.08),0 (0.04),0,XLNET,"(0,)",XLNET,TRUE,TRUE
1 (0.28),1 (0.4),0 (0.24),0 (0.04),1 (0.04),1 (0.08),1 (0.12),1 (0.56),1 (0.08),1 (0.08),0 (0.0),1 (0.2),1 (0.44),0 (0.12),1 (0.24),0,RoBERTa,"(0,)",RoBERTa,TRUE,TRUE
1 (0.48),0 (0.2),1 (0.24),1 (0.32),0 (0.68),1 (0.36),1 (0.04),1 (0.4),1 (0.16),1 (0.0),1 (0.44),1 (0.08),1 (0.32),1 (0.0),1 (0.0),1,"LLAMA,LLAMA3,MISTRAL","(1, 1, 1)",LLAMA,TRUE,TRUE
0 (0.24),0 (0.44),0 (0.0),0 (0.4),0 (0.48),0 (0.24),0 (0.04),0 (0.32),0 (0.32),0 (0.04),0 (0.12),0 (0.2),0 (0.12),0 (0.0),0 (0.04),0,"BERT,LLAMA3","(0, 0)",BERT,TRUE,TRUE
1 (0.08),1 (0.12),0 (0.16),1 (0.28),1 (0.0),1 (0.24),1 (0.16),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.16),1 (0.72),1 (0.0),1 (0.04),1,"ELECTRA,Glove,LLAMA,RoBERTa,LLAMA3","(1, 1, 1, 1, 1)",ELECTRA,TRUE,TRUE
0 (0.04),0 (0.24),0 (0.0),0 (0.08),0 (0.28),0 (0.08),0 (0.0),0 (0.32),0 (0.08),0 (0.0),0 (0.2),0 (0.12),0 (0.44),0 (0.0),0 (0.0),0,"BERT,Falcon,LLAMA,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",BERT,TRUE,TRUE
0 (0.16),0 (0.36),0 (0.32),0 (0.16),0 (0.36),0 (0.28),0 (0.0),0 (0.2),0 (0.48),0 (0.0),0 (0.0),0 (0.2),0 (0.48),0 (0.0),0 (0.0),0,"Falcon,LLAMA,RoBERTa,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",Falcon,TRUE,TRUE
0 (0.16),0 (0.36),0 (0.24),0 (0.32),0 (0.08),0 (0.04),0 (0.12),0 (0.12),0 (0.56),0 (0.24),0 (0.2),0 (0.16),0 (0.2),0 (0.36),0 (0.08),0,ELMO,"(0,)",ELMO,TRUE,TRUE
1 (0.2),1 (0.48),1 (0.0),1 (0.04),1 (0.04),1 (0.04),1 (0.08),1 (0.12),1 (0.08),1 (0.04),1 (0.0),1 (0.2),1 (0.24),1 (0.0),1 (0.0),1,"BERT,RoBERTa,LLAMA3,MISTRAL","(1, 1, 1, 1)",BERT,TRUE,TRUE
0 (0.32),1 (0.6),0 (0.24),0 (0.24),1 (0.36),0 (0.32),0 (0.04),0 (0.16),1 (0.24),0 (0.24),0 (0.08),1 (0.28),0 (0.28),0 (0.08),0 (0.08),0,Falcon,"(0,)",Falcon,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.2),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.24),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.12),1 (0.4),1 (0.0),1 (0.08),1 (0.4),1 (0.24),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.08),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1,"BERT,Falcon,Fasttext,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1)",BERT,TRUE,TRUE
1 (0.2),1 (0.36),1 (0.12),1 (0.0),0 (0.4),1 (0.08),1 (0.04),1 (0.08),1 (0.2),1 (0.2),1 (0.04),1 (0.04),1 (0.32),1 (0.0),1 (0.04),1,"DistilBERT,LLAMA3","(1, 1)",DistilBERT,TRUE,TRUE
0 (0.08),1 (0.28),1 (0.16),0 (0.36),0 (0.12),0 (0.6),0 (0.16),1 (0.32),1 (0.04),1 (0.0),0 (0.32),1 (0.08),1 (0.32),0 (0.28),0 (0.08),0,LLAMA,"(1,)",LLAMA,FALSE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.12),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.16),1 (0.28),1 (0.28),1 (0.0),1 (0.0),1,"ALBERT,BERT,ELECTRA,Falcon,Fasttext,LLAMA,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.08),0 (0.08),0 (0.04),0 (0.04),0 (0.0),0 (0.08),0 (0.04),0 (0.2),0 (0.24),0 (0.0),0 (0.56),0 (0.0),0 (0.28),0 (0.0),0 (0.0),0,"ELECTRA,LLAMA,W2V,LLAMA3,MISTRAL","(0, 0, 0, 0, 0)",ELECTRA,TRUE,TRUE
0 (0.0),0 (0.2),0 (0.0),0 (0.12),0 (0.0),0 (0.04),0 (0.0),0 (0.28),0 (0.16),0 (0.04),0 (0.12),0 (0.16),0 (0.28),0 (0.0),0 (0.0),0,"ALBERT,BERT,ELECTRA,Falcon,LLAMA3,MISTRAL","(0, 0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.32),0 (0.04),0 (0.08),0 (0.28),0 (0.0),0 (0.16),0 (0.32),0 (0.32),0 (0.04),0 (0.2),0 (0.08),0 (0.44),0 (0.16),0 (0.04),0,"ALBERT,ELMO","(0, 0)",ALBERT,TRUE,TRUE
1 (0.2),1 (0.28),1 (0.04),1 (0.36),1 (0.28),1 (0.4),1 (0.04),1 (0.4),1 (0.32),1 (0.04),1 (0.32),1 (0.72),0 (0.48),1 (0.12),1 (0.0),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
0 (0.0),0 (0.08),0 (0.16),0 (0.12),0 (0.24),0 (0.04),0 (0.2),0 (0.0),0 (0.04),0 (0.12),0 (0.4),0 (0.08),0 (0.24),0 (0.04),1 (0.12),0,"ALBERT,Fasttext","(0, 0)",ALBERT,TRUE,TRUE
0 (0.0),0 (0.52),0 (0.0),0 (0.24),0 (0.08),0 (0.0),0 (0.08),0 (0.08),1 (0.08),0 (0.0),0 (0.08),0 (0.2),0 (0.04),0 (0.0),0 (0.04),0,"ALBERT,BERT,ELMO,LLAMA,LLAMA3","(0, 0, 0, 0, 0)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.16),1 (0.04),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.08),1 (0.04),1 (0.0),1 (0.0),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,DistilBERT,ELMO,Falcon,LLAMA,RoBERTa,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
1 (0.0),1 (0.28),1 (0.0),1 (0.0),1 (0.0),1 (0.08),1 (0.04),1 (0.2),1 (0.04),1 (0.0),1 (0.08),1 (0.0),1 (0.12),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELECTRA,LLAMA,W2V,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
0 (0.36),0 (0.48),0 (0.4),0 (0.32),0 (0.48),0 (0.32),0 (0.4),0 (0.36),0 (0.36),0 (0.2),0 (0.44),0 (0.4),0 (0.04),0 (0.48),0 (0.4),0,XLNET,"(0,)",XLNET,TRUE,TRUE
1 (0.12),1 (0.24),1 (0.24),1 (0.36),1 (0.16),1 (0.32),0 (0.36),1 (0.24),1 (0.04),1 (0.28),1 (0.32),1 (0.4),1 (0.44),0 (0.36),1 (0.4),1,Glove,"(1,)",Glove,TRUE,TRUE
0 (0.4),0 (0.68),0 (0.04),0 (0.36),0 (0.16),0 (0.16),0 (0.08),0 (0.24),0 (0.16),0 (0.0),0 (0.2),0 (0.04),0 (0.28),0 (0.36),0 (0.04),0,LLAMA,"(0,)",LLAMA,TRUE,TRUE
1 (0.0),1 (0.48),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.04),1 (0.0),1 (0.0),1 (0.08),1 (0.0),1 (0.0),1 (0.0),1 (0.0),1,"ALBERT,BERT,DistilBERT,ELMO,Falcon,Glove,LLAMA,W2V,XLNET,LLAMA3,MISTRAL","(1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1)",ALBERT,TRUE,TRUE
