ALBERT,BART,BERT,DistilBERT,ELECTRA,ELMO,Falcon,Fasttext,Glove,LLAMA,RoBERTa,W2V,XLNET,LLAMA3,MISTRAL,TRUE,Min_IH,Prediction,Selected,Accuracy,Oracle_view
2 (0.72),3 (0.88),2 (0.8),2 (0.68),3 (0.84),2 (0.64),2 (0.84),3 (0.8),4 (0.8),1 (0.76),1 (0.84),1 (0.84),4 (0.88),2 (0.76),2 (0.64),0,"ELMO,MISTRAL","(2, 2)",MISTRAL,FALSE,FALSE
3 (0.96),1 (0.72),4 (0.92),3 (0.8),2 (0.64),3 (0.88),3 (0.68),3 (0.84),3 (0.64),3 (0.6),3 (0.8),3 (0.8),3 (0.8),3 (0.6),3 (0.76),3,"LLAMA,LLAMA3","(3, 3)",LLAMA,TRUE,TRUE
4 (0.76),4 (0.6),4 (0.88),4 (0.56),4 (0.68),4 (0.36),4 (0.84),4 (0.8),4 (0.48),4 (0.92),3 (0.84),4 (0.64),4 (0.84),4 (0.88),4 (0.72),4,ELMO,"(4,)",ELMO,TRUE,TRUE
1 (0.84),4 (0.64),1 (0.88),1 (0.76),4 (0.96),1 (0.8),5 (0.76),3 (0.68),2 (0.96),1 (0.88),4 (0.72),3 (0.68),1 (0.8),1 (0.64),4 (0.76),1,"BART,LLAMA3","(4, 1)",LLAMA3,TRUE,TRUE
3 (0.88),3 (0.72),4 (0.8),3 (0.76),3 (0.8),4 (0.84),4 (0.92),4 (0.84),4 (0.76),3 (0.72),3 (0.8),3 (0.6),1 (0.76),4 (0.8),4 (0.68),4,W2V,"(3,)",W2V,FALSE,TRUE
2 (0.92),1 (0.84),3 (0.72),2 (0.88),3 (0.84),1 (0.84),2 (0.88),0 (0.68),1 (0.88),1 (0.88),2 (0.76),1 (0.88),0 (0.84),2 (0.72),1 (0.76),1,Fasttext,"(0,)",Fasttext,FALSE,TRUE
3 (0.76),3 (0.76),4 (0.88),3 (0.92),3 (0.88),3 (0.92),3 (0.72),4 (0.72),4 (0.72),3 (0.76),1 (0.76),4 (0.72),0 (0.8),3 (0.8),3 (0.76),4,"Falcon,Fasttext,Glove,W2V","(3, 4, 4, 4)",Fasttext,TRUE,TRUE
3 (0.84),3 (0.8),1 (0.84),1 (0.96),1 (0.88),1 (0.88),3 (0.8),4 (0.92),3 (0.88),3 (0.76),3 (0.88),4 (0.92),3 (0.8),3 (0.8),3 (0.64),2,MISTRAL,"(3,)",MISTRAL,FALSE,FALSE
4 (0.8),3 (0.8),3 (0.92),2 (1.0),4 (0.84),1 (0.92),4 (0.92),4 (0.76),3 (0.88),4 (0.8),3 (0.84),4 (0.6),3 (0.76),4 (0.8),4 (0.84),4,W2V,"(4,)",W2V,TRUE,TRUE
1 (0.56),3 (0.84),1 (0.84),1 (0.64),1 (0.92),0 (0.84),1 (0.48),1 (0.64),1 (0.8),5 (0.6),0 (0.76),1 (0.72),0 (0.76),1 (0.68),1 (0.8),1,Falcon,"(1,)",Falcon,TRUE,TRUE
3 (0.96),1 (0.76),1 (0.8),3 (0.72),1 (0.88),3 (0.84),3 (0.8),0 (0.88),1 (0.84),2 (0.68),3 (0.64),0 (0.76),1 (0.8),3 (0.76),3 (0.88),3,RoBERTa,"(3,)",RoBERTa,TRUE,TRUE
5 (0.72),4 (0.84),4 (0.88),3 (0.72),4 (0.8),4 (0.64),4 (0.68),3 (0.76),4 (0.76),4 (0.76),4 (0.52),4 (0.72),4 (0.84),4 (0.84),4 (0.88),5,RoBERTa,"(4,)",RoBERTa,FALSE,TRUE
3 (0.92),0 (0.72),0 (0.84),1 (0.88),4 (0.76),5 (0.88),1 (0.8),5 (0.92),1 (0.96),1 (0.96),1 (0.92),3 (0.92),1 (0.84),1 (0.8),1 (0.8),4,BART,"(0,)",BART,FALSE,TRUE
3 (0.68),3 (0.8),4 (0.8),4 (0.92),1 (0.88),4 (0.68),4 (0.84),3 (0.76),1 (0.84),3 (0.8),4 (0.68),1 (0.72),1 (0.92),2 (0.88),4 (0.68),3,"ALBERT,ELMO,RoBERTa,MISTRAL","(3, 4, 4, 4)",ALBERT,TRUE,TRUE
4 (0.96),2 (0.88),4 (0.88),4 (0.76),4 (0.72),1 (0.76),3 (0.84),4 (0.92),4 (0.72),3 (0.92),3 (0.64),4 (0.68),1 (0.84),3 (0.76),3 (0.8),1,RoBERTa,"(3,)",RoBERTa,FALSE,TRUE
4 (0.64),1 (0.76),3 (0.72),1 (0.76),4 (0.72),5 (0.8),5 (0.8),5 (0.92),4 (0.92),5 (0.68),1 (0.88),5 (0.6),4 (0.84),3 (0.8),5 (0.84),2,W2V,"(5,)",W2V,FALSE,FALSE
1 (0.84),3 (0.72),4 (0.88),3 (0.92),2 (0.88),1 (0.8),1 (0.84),4 (0.76),4 (0.68),2 (0.76),3 (0.92),5 (0.76),3 (0.8),1 (0.84),1 (0.92),5,Glove,"(4,)",Glove,FALSE,TRUE
1 (0.8),4 (0.84),2 (0.88),4 (0.84),4 (0.72),1 (0.92),1 (0.88),3 (0.92),4 (0.88),2 (0.8),1 (0.92),4 (0.96),0 (0.88),1 (0.88),1 (0.56),1,MISTRAL,"(1,)",MISTRAL,TRUE,TRUE
1 (0.68),1 (0.76),0 (0.84),1 (0.56),1 (0.88),1 (0.72),3 (0.88),2 (0.88),1 (0.76),3 (0.68),2 (0.72),2 (0.84),1 (0.84),3 (0.8),3 (0.8),1,DistilBERT,"(1,)",DistilBERT,TRUE,TRUE
0 (0.92),1 (0.84),1 (1.0),0 (0.64),1 (0.72),1 (0.76),5 (0.92),1 (0.84),5 (0.72),0 (0.92),0 (0.88),1 (0.8),1 (0.72),1 (0.96),0 (0.96),0,DistilBERT,"(0,)",DistilBERT,TRUE,TRUE
4 (0.68),3 (0.88),3 (0.76),5 (0.84),4 (0.84),5 (0.68),4 (0.76),4 (0.88),4 (0.84),4 (0.88),4 (0.6),4 (0.84),3 (0.68),3 (0.8),3 (0.68),1,RoBERTa,"(4,)",RoBERTa,FALSE,FALSE
1 (0.68),1 (0.92),2 (0.92),1 (0.76),1 (0.84),5 (0.84),4 (0.72),2 (0.68),1 (0.96),1 (0.68),4 (0.88),0 (0.8),2 (0.92),0 (0.76),4 (0.72),1,"ALBERT,Fasttext,LLAMA","(1, 2, 1)",ALBERT,TRUE,TRUE
1 (0.88),3 (0.88),2 (0.88),1 (0.72),1 (0.84),2 (0.84),1 (0.84),1 (0.6),1 (0.72),3 (0.84),0 (0.92),1 (0.8),0 (0.76),2 (0.8),2 (0.8),3,Fasttext,"(1,)",Fasttext,FALSE,TRUE
3 (0.72),4 (0.8),3 (0.8),3 (0.8),4 (0.68),5 (0.8),1 (0.76),3 (0.8),4 (0.72),4 (0.96),3 (0.72),3 (0.76),1 (0.84),1 (0.76),3 (0.72),1,ELECTRA,"(4,)",ELECTRA,FALSE,TRUE
1 (0.76),4 (0.8),4 (0.8),1 (0.8),1 (0.88),2 (0.8),1 (0.64),2 (0.76),5 (0.8),2 (0.92),1 (0.88),0 (0.84),2 (0.84),2 (0.72),2 (0.68),2,Falcon,"(1,)",Falcon,FALSE,TRUE
3 (0.92),3 (0.8),4 (0.68),3 (0.68),4 (0.8),3 (0.6),3 (0.6),4 (0.76),3 (0.72),3 (0.56),3 (0.8),3 (0.72),3 (0.68),3 (0.72),3 (0.68),4,LLAMA,"(3,)",LLAMA,FALSE,TRUE
1 (0.88),3 (0.76),5 (0.8),5 (0.84),3 (0.84),5 (0.76),3 (0.72),3 (0.72),3 (0.84),3 (0.8),3 (0.88),5 (0.64),3 (0.96),1 (0.84),0 (0.8),4,W2V,"(5,)",W2V,FALSE,FALSE
2 (0.76),1 (0.68),1 (0.84),1 (0.72),3 (0.76),2 (0.88),2 (0.88),1 (0.76),1 (0.8),1 (0.76),2 (0.8),3 (0.76),0 (0.84),2 (0.8),0 (0.88),1,BART,"(1,)",BART,TRUE,TRUE
1 (0.8),1 (0.8),1 (0.92),1 (0.76),1 (0.92),1 (0.84),1 (0.8),1 (0.76),1 (0.6),1 (0.88),1 (0.68),1 (0.68),4 (0.88),1 (0.8),1 (0.76),1,Glove,"(1,)",Glove,TRUE,TRUE
4 (0.92),3 (0.8),3 (0.84),3 (0.84),3 (0.84),3 (0.8),3 (0.88),1 (0.64),4 (0.88),3 (0.88),3 (0.8),2 (0.84),3 (0.8),3 (0.76),3 (0.8),3,Fasttext,"(1,)",Fasttext,FALSE,TRUE
3 (0.84),1 (0.88),3 (0.8),3 (0.72),1 (0.84),1 (0.84),2 (0.64),1 (0.72),3 (0.72),0 (0.76),0 (0.8),1 (0.6),1 (0.8),1 (0.68),0 (0.8),2,W2V,"(1,)",W2V,FALSE,TRUE
2 (0.88),1 (0.96),3 (0.8),1 (0.8),2 (0.88),1 (0.76),2 (0.68),3 (0.64),3 (0.76),2 (0.68),2 (0.84),3 (0.8),3 (0.84),1 (0.72),2 (0.76),2,Fasttext,"(3,)",Fasttext,FALSE,TRUE
1 (0.84),1 (0.92),2 (0.64),3 (0.64),3 (0.84),2 (0.72),1 (0.56),2 (0.88),1 (0.84),2 (0.72),1 (0.72),2 (0.76),3 (1.0),3 (0.44),1 (0.8),2,LLAMA3,"(3,)",LLAMA3,FALSE,TRUE
1 (0.84),3 (0.88),1 (0.68),5 (0.72),1 (0.88),3 (0.76),1 (0.92),3 (0.72),1 (0.88),3 (0.84),3 (0.88),1 (0.8),1 (0.76),1 (0.68),1 (0.76),3,"BERT,LLAMA3","(1, 1)",LLAMA3,FALSE,TRUE
1 (0.76),1 (0.76),0 (0.84),0 (0.96),1 (0.68),0 (0.6),1 (0.8),1 (0.92),1 (0.84),0 (0.84),1 (0.72),1 (0.88),1 (0.88),0 (0.88),1 (0.72),4,ELMO,"(0,)",ELMO,FALSE,FALSE
1 (0.84),0 (0.64),3 (0.96),5 (0.8),1 (0.8),3 (0.8),1 (0.8),5 (0.84),3 (0.76),2 (0.72),4 (0.8),1 (0.92),1 (0.84),4 (0.84),0 (0.96),0,BART,"(0,)",BART,TRUE,TRUE
3 (0.72),1 (0.76),5 (0.92),3 (0.76),3 (0.76),4 (0.76),4 (0.84),4 (0.76),4 (0.72),3 (0.84),3 (0.8),4 (0.56),3 (0.88),3 (0.84),3 (0.84),4,W2V,"(4,)",W2V,TRUE,TRUE
1 (0.8),0 (0.8),2 (0.8),1 (0.8),1 (0.92),2 (0.76),3 (0.84),3 (0.8),3 (0.8),3 (0.76),3 (0.84),3 (0.8),1 (0.84),3 (0.8),5 (0.84),3,"ELMO,LLAMA","(2, 3)",LLAMA,TRUE,TRUE
3 (0.68),5 (0.76),3 (0.8),3 (0.88),4 (0.64),1 (0.92),1 (0.76),4 (0.72),3 (0.64),4 (0.8),1 (0.72),3 (0.84),1 (0.72),4 (0.84),4 (0.68),5,"ELECTRA,Glove","(4, 3)",ELECTRA,FALSE,TRUE
3 (0.88),0 (0.84),3 (0.76),3 (0.88),3 (0.72),1 (0.8),4 (0.76),4 (0.8),3 (0.76),3 (0.88),4 (0.84),4 (0.76),3 (0.8),3 (0.72),4 (0.88),4,"ELECTRA,LLAMA3","(3, 3)",LLAMA3,FALSE,TRUE
0 (0.76),1 (0.92),3 (0.8),3 (0.76),4 (0.72),4 (0.92),3 (0.72),4 (0.8),3 (0.68),3 (0.84),3 (0.92),3 (0.8),4 (0.76),3 (0.8),3 (0.8),5,Glove,"(3,)",Glove,FALSE,FALSE
3 (0.72),3 (0.76),3 (0.76),1 (0.72),2 (0.84),2 (0.88),2 (0.68),3 (0.8),3 (0.8),3 (0.88),3 (0.84),2 (0.64),3 (0.96),2 (0.84),2 (0.88),3,W2V,"(2,)",W2V,FALSE,TRUE
3 (0.72),1 (0.92),3 (0.72),1 (0.56),3 (0.76),3 (0.76),3 (0.96),3 (0.84),3 (0.64),3 (0.96),3 (0.8),3 (0.8),1 (0.68),3 (0.96),1 (0.88),3,DistilBERT,"(1,)",DistilBERT,FALSE,TRUE
1 (0.88),2 (0.96),1 (0.84),2 (0.72),0 (0.8),0 (0.88),0 (0.76),1 (0.76),1 (0.84),1 (0.68),0 (0.68),0 (0.88),0 (0.8),1 (0.84),1 (0.88),1,"LLAMA,RoBERTa","(1, 0)",LLAMA,TRUE,TRUE
3 (0.8),4 (0.76),1 (0.88),1 (0.8),3 (0.92),3 (0.72),3 (0.8),3 (0.8),1 (0.88),3 (0.84),3 (0.72),3 (0.92),3 (0.96),3 (0.88),3 (0.8),5,"ELMO,RoBERTa","(3, 3)",RoBERTa,FALSE,FALSE
2 (0.8),4 (0.92),5 (0.8),4 (0.84),3 (0.92),1 (0.56),5 (0.84),5 (0.8),3 (0.84),5 (0.76),5 (0.92),0 (0.88),5 (0.88),5 (0.8),5 (0.84),0,ELMO,"(1,)",ELMO,FALSE,TRUE
1 (0.84),1 (0.84),5 (0.76),1 (0.8),5 (0.8),1 (0.76),1 (0.76),1 (0.92),4 (0.84),1 (0.72),1 (0.8),1 (0.64),1 (0.84),1 (0.64),1 (0.56),5,MISTRAL,"(1,)",MISTRAL,FALSE,TRUE
1 (0.84),1 (0.88),4 (0.84),1 (0.8),1 (0.8),1 (0.72),1 (0.84),1 (0.88),1 (0.8),1 (0.88),1 (1.0),1 (0.8),1 (0.84),1 (0.92),1 (0.76),4,ELMO,"(1,)",ELMO,FALSE,TRUE
1 (0.8),4 (0.76),5 (0.8),2 (0.8),4 (0.88),1 (0.76),4 (0.76),4 (0.8),3 (0.76),1 (0.76),1 (0.72),4 (0.76),4 (0.72),1 (0.88),1 (0.84),2,"RoBERTa,XLNET","(1, 4)",RoBERTa,FALSE,TRUE
4 (0.88),4 (0.84),3 (0.92),2 (0.8),4 (0.88),4 (0.92),4 (0.84),4 (0.84),3 (0.76),4 (0.8),4 (0.72),4 (0.72),4 (0.92),4 (0.68),4 (0.92),5,LLAMA3,"(4,)",LLAMA3,FALSE,FALSE
1 (0.72),1 (0.88),0 (0.76),0 (0.76),1 (0.84),1 (0.8),1 (0.76),1 (0.76),3 (0.72),1 (0.52),1 (0.88),1 (0.44),1 (0.8),1 (0.52),1 (0.48),0,W2V,"(1,)",W2V,FALSE,TRUE
1 (0.8),1 (0.8),0 (0.92),0 (0.8),1 (0.84),2 (0.76),0 (0.68),1 (0.76),1 (0.68),2 (0.8),0 (0.88),0 (0.72),1 (0.76),0 (0.8),0 (0.76),0,"Falcon,Glove","(0, 1)",Falcon,TRUE,TRUE
1 (0.72),4 (0.72),1 (0.72),0 (0.64),1 (0.72),4 (0.88),3 (0.8),2 (0.72),4 (0.88),1 (0.84),3 (0.8),4 (0.96),2 (0.72),3 (0.88),3 (0.88),4,DistilBERT,"(0,)",DistilBERT,FALSE,TRUE
1 (0.6),1 (0.92),2 (0.84),1 (0.8),1 (0.68),1 (0.6),2 (0.64),1 (0.56),1 (0.84),2 (0.76),1 (0.88),1 (0.84),2 (0.72),1 (0.8),1 (0.48),3,MISTRAL,"(1,)",MISTRAL,FALSE,FALSE
4 (0.88),4 (0.96),4 (0.76),4 (0.72),4 (1.0),4 (0.6),5 (0.68),1 (0.72),4 (0.76),3 (0.72),4 (0.72),4 (0.68),3 (0.84),2 (0.68),5 (0.72),4,ELMO,"(4,)",ELMO,TRUE,TRUE
4 (0.8),4 (0.8),4 (0.76),3 (0.84),3 (0.8),3 (0.72),1 (0.68),5 (0.68),4 (0.76),3 (0.64),1 (0.8),5 (0.56),1 (0.76),3 (0.64),3 (0.76),4,W2V,"(5,)",W2V,FALSE,TRUE
5 (0.76),1 (0.64),3 (0.8),1 (0.8),3 (0.88),1 (0.72),0 (0.84),1 (0.8),1 (0.72),3 (0.84),0 (0.8),1 (0.88),1 (0.8),0 (0.72),2 (0.8),5,BART,"(1,)",BART,FALSE,TRUE
4 (0.76),3 (0.92),4 (0.76),2 (0.72),1 (0.76),4 (0.96),4 (0.52),3 (0.8),4 (0.76),4 (0.72),4 (0.72),1 (0.6),1 (0.96),4 (0.68),4 (0.76),4,Falcon,"(4,)",Falcon,TRUE,TRUE
0 (0.76),4 (0.8),5 (0.76),4 (0.8),4 (0.8),5 (0.6),5 (0.68),4 (0.88),4 (0.8),4 (0.68),4 (0.76),4 (0.92),4 (0.76),1 (0.8),4 (0.92),5,ELMO,"(5,)",ELMO,TRUE,TRUE
4 (0.84),3 (0.88),4 (0.72),4 (0.8),1 (0.88),1 (0.96),5 (0.8),5 (0.88),4 (0.8),5 (0.84),5 (0.92),5 (0.84),1 (0.96),5 (0.8),5 (0.76),4,BERT,"(4,)",BERT,TRUE,TRUE
4 (0.8),4 (0.84),4 (0.88),3 (0.84),4 (0.68),5 (0.92),4 (0.92),4 (0.84),4 (0.92),2 (0.84),2 (0.84),3 (0.8),3 (0.8),2 (0.8),4 (0.72),4,ELECTRA,"(4,)",ELECTRA,TRUE,TRUE
1 (0.68),4 (0.92),1 (0.6),1 (0.96),1 (0.84),1 (0.4),1 (0.8),3 (0.84),1 (0.8),1 (0.64),1 (0.48),4 (0.72),1 (0.72),1 (0.56),1 (0.52),1,ELMO,"(1,)",ELMO,TRUE,TRUE
3 (0.88),3 (0.88),5 (0.92),2 (0.76),1 (1.0),2 (0.64),3 (0.68),3 (0.64),3 (0.8),3 (0.84),4 (0.92),1 (0.88),3 (0.72),4 (0.76),4 (0.84),5,"ELMO,Fasttext","(2, 3)",Fasttext,FALSE,TRUE
0 (0.8),0 (0.72),4 (0.76),4 (0.88),1 (0.76),1 (0.84),1 (0.84),3 (0.68),1 (0.76),1 (0.8),3 (0.84),3 (0.76),1 (0.92),1 (0.68),3 (0.76),3,"Fasttext,LLAMA3","(3, 1)",Fasttext,TRUE,TRUE
0 (0.76),3 (0.84),3 (0.8),5 (0.76),1 (0.6),5 (0.8),1 (0.76),5 (0.8),1 (0.88),1 (0.8),1 (0.92),1 (0.92),1 (0.84),0 (0.72),4 (0.8),4,ELECTRA,"(1,)",ELECTRA,FALSE,TRUE
0 (0.76),1 (0.84),1 (0.76),1 (0.8),1 (0.8),1 (0.72),1 (0.84),0 (0.76),3 (0.92),1 (0.96),1 (0.68),0 (0.96),5 (0.84),1 (0.84),3 (0.6),4,MISTRAL,"(3,)",MISTRAL,FALSE,FALSE
3 (0.92),3 (0.88),3 (0.84),1 (0.84),1 (0.72),1 (0.88),1 (0.6),4 (0.76),0 (0.8),1 (0.84),1 (0.68),3 (0.68),1 (0.76),1 (0.72),1 (0.88),3,Falcon,"(1,)",Falcon,FALSE,TRUE
3 (0.76),4 (0.84),5 (0.72),1 (0.72),1 (0.96),2 (0.92),2 (0.84),1 (0.84),1 (0.96),1 (0.84),1 (0.8),1 (0.84),3 (0.96),2 (0.84),2 (0.68),2,MISTRAL,"(2,)",MISTRAL,TRUE,TRUE
1 (0.6),1 (0.76),5 (0.84),4 (0.8),4 (0.84),4 (0.64),1 (0.64),1 (0.64),1 (0.72),1 (0.72),4 (0.92),1 (0.64),3 (0.92),1 (0.68),1 (0.76),5,ALBERT,"(1,)",ALBERT,FALSE,TRUE
0 (0.72),1 (0.8),0 (0.92),0 (0.8),4 (0.76),0 (0.8),0 (0.88),1 (0.76),1 (0.72),2 (0.72),0 (0.88),1 (0.72),1 (0.88),1 (0.92),0 (0.8),0,"ALBERT,Glove,LLAMA,W2V","(0, 1, 2, 1)",ALBERT,TRUE,TRUE
3 (0.92),3 (0.84),1 (0.88),3 (0.92),2 (0.88),1 (0.68),3 (0.76),3 (0.84),3 (0.92),1 (0.72),2 (0.8),3 (0.76),2 (0.84),2 (0.76),3 (0.6),0,MISTRAL,"(3,)",MISTRAL,FALSE,FALSE
0 (0.96),1 (0.88),1 (0.72),1 (0.88),1 (0.88),1 (0.76),0 (0.72),1 (0.88),1 (0.84),3 (0.8),2 (0.92),1 (0.84),1 (0.8),0 (0.84),0 (0.88),1,"BERT,Falcon","(1, 0)",BERT,TRUE,TRUE
3 (0.92),0 (0.84),5 (0.88),1 (0.84),3 (0.84),1 (0.8),3 (0.76),4 (0.8),4 (0.72),2 (0.8),3 (0.84),5 (0.84),1 (0.8),3 (0.92),3 (0.76),4,Glove,"(4,)",Glove,TRUE,TRUE
2 (0.96),3 (0.8),1 (0.84),1 (0.88),3 (0.84),5 (0.88),3 (0.88),2 (0.76),2 (0.76),3 (0.76),3 (0.8),1 (0.96),1 (0.72),0 (0.84),0 (0.76),0,XLNET,"(1,)",XLNET,FALSE,TRUE
1 (0.92),4 (0.64),4 (0.8),1 (0.72),4 (0.8),1 (0.96),1 (0.68),4 (0.72),4 (0.88),1 (0.76),1 (0.84),1 (0.96),4 (0.72),1 (0.76),1 (0.72),1,BART,"(4,)",BART,FALSE,TRUE
3 (0.8),0 (0.8),0 (0.72),2 (0.84),1 (0.88),2 (0.84),3 (0.8),3 (0.88),3 (0.88),3 (0.88),3 (0.84),3 (0.88),1 (0.84),3 (0.88),2 (0.8),3,BERT,"(0,)",BERT,FALSE,TRUE
4 (0.84),1 (0.76),4 (0.76),3 (0.88),4 (0.88),1 (0.8),1 (0.88),3 (0.76),1 (0.76),3 (0.84),1 (0.72),3 (0.6),1 (0.8),1 (0.92),3 (0.76),3,W2V,"(3,)",W2V,TRUE,TRUE
0 (0.72),1 (0.92),1 (0.88),1 (0.84),1 (0.84),1 (0.96),1 (0.84),1 (0.84),0 (0.76),1 (0.76),1 (0.8),5 (0.68),2 (0.88),1 (0.8),1 (0.8),1,W2V,"(5,)",W2V,FALSE,TRUE
3 (0.8),0 (0.76),0 (0.76),1 (0.84),1 (0.92),0 (0.84),1 (0.92),1 (0.92),1 (0.64),3 (0.88),3 (0.8),3 (0.8),3 (0.92),2 (0.92),1 (0.84),4,Glove,"(1,)",Glove,FALSE,FALSE
5 (0.76),4 (0.84),3 (0.88),3 (0.8),3 (0.8),5 (0.8),4 (0.56),4 (0.76),1 (0.84),3 (0.64),3 (0.88),5 (0.92),3 (0.56),5 (0.76),4 (0.64),5,"Falcon,XLNET","(4, 3)",XLNET,FALSE,TRUE
5 (0.8),1 (0.92),2 (0.88),4 (0.84),2 (0.8),1 (0.88),5 (0.88),5 (0.72),1 (0.8),3 (0.96),3 (0.72),1 (0.8),1 (0.76),3 (0.84),3 (0.8),4,"Fasttext,RoBERTa","(5, 3)",RoBERTa,FALSE,TRUE
3 (0.8),1 (0.84),3 (0.72),1 (0.88),4 (0.76),1 (0.72),2 (0.72),3 (0.8),3 (0.64),4 (0.88),2 (0.8),3 (0.76),3 (0.88),0 (0.92),1 (0.84),1,Glove,"(3,)",Glove,FALSE,TRUE
2 (0.88),2 (0.92),2 (0.8),5 (0.8),3 (0.84),4 (0.72),4 (0.68),3 (0.88),3 (0.8),3 (0.92),3 (0.92),1 (0.8),3 (0.8),4 (0.8),3 (0.76),5,Falcon,"(4,)",Falcon,FALSE,TRUE
1 (0.88),3 (0.84),2 (0.8),2 (0.84),2 (0.88),0 (0.88),4 (0.88),1 (0.88),1 (0.72),3 (0.84),3 (0.84),2 (0.84),1 (0.88),3 (0.88),3 (0.8),4,Glove,"(1,)",Glove,FALSE,TRUE
4 (0.8),3 (0.88),4 (0.68),3 (0.88),1 (0.92),4 (0.6),4 (0.84),4 (0.88),4 (0.72),4 (0.8),4 (0.8),3 (0.84),1 (0.72),4 (0.72),4 (0.8),3,ELMO,"(4,)",ELMO,FALSE,TRUE
1 (0.8),0 (0.76),5 (0.92),2 (0.6),3 (0.72),1 (0.8),0 (0.88),2 (0.84),1 (0.84),1 (0.72),3 (0.92),1 (0.8),1 (0.92),5 (0.6),3 (0.64),0,"DistilBERT,LLAMA3","(2, 5)",DistilBERT,FALSE,TRUE
5 (0.76),2 (0.72),2 (0.8),2 (0.8),1 (0.72),1 (0.72),1 (0.96),1 (0.92),4 (0.8),3 (0.8),4 (0.72),4 (0.88),0 (0.84),2 (0.92),2 (0.84),1,"BART,ELECTRA,ELMO,RoBERTa","(2, 1, 1, 4)",ELECTRA,TRUE,TRUE
3 (0.8),0 (0.84),0 (0.68),3 (0.84),1 (0.88),1 (0.84),2 (0.8),1 (0.84),1 (0.8),0 (0.88),1 (0.72),1 (0.88),1 (0.64),0 (0.88),1 (0.92),0,XLNET,"(1,)",XLNET,FALSE,TRUE
3 (0.8),1 (0.8),1 (0.84),1 (0.84),1 (0.8),1 (0.84),3 (0.84),1 (0.8),3 (0.68),2 (0.92),0 (0.72),1 (0.8),1 (0.76),1 (0.96),1 (0.88),4,Glove,"(3,)",Glove,FALSE,FALSE
3 (0.56),4 (0.8),3 (0.84),3 (0.84),2 (0.84),2 (0.64),3 (0.68),3 (0.72),1 (0.84),4 (0.8),3 (0.84),4 (0.84),1 (0.92),3 (0.96),4 (0.72),3,ALBERT,"(3,)",ALBERT,TRUE,TRUE
0 (0.76),1 (0.84),4 (0.76),1 (0.8),3 (0.8),4 (0.88),1 (0.92),1 (0.84),0 (0.92),0 (0.84),4 (0.72),5 (0.92),5 (0.8),1 (0.72),0 (0.8),1,"RoBERTa,LLAMA3","(4, 1)",LLAMA3,TRUE,TRUE
3 (0.76),5 (0.88),3 (0.84),3 (0.88),2 (0.96),2 (0.76),1 (0.72),3 (0.88),2 (0.84),1 (0.84),1 (0.96),1 (0.72),1 (0.84),1 (0.8),1 (0.88),2,"Falcon,W2V","(1, 1)",Falcon,FALSE,TRUE
5 (0.84),4 (0.68),1 (0.88),1 (0.84),3 (0.96),3 (0.8),1 (0.76),4 (0.76),5 (0.76),4 (0.8),4 (0.8),4 (0.8),3 (0.88),4 (0.68),5 (0.84),4,"BART,LLAMA3","(4, 4)",BART,TRUE,TRUE
1 (0.8),4 (0.92),3 (0.72),3 (0.84),3 (0.8),1 (0.88),2 (0.76),4 (0.84),3 (0.8),3 (0.8),4 (0.76),1 (0.84),3 (0.84),4 (0.64),3 (0.64),0,"LLAMA3,MISTRAL","(4, 3)",MISTRAL,FALSE,FALSE
3 (0.84),3 (0.76),0 (0.88),1 (0.88),3 (0.88),0 (0.8),1 (0.76),1 (0.72),3 (0.8),1 (0.8),2 (0.84),1 (0.84),3 (0.8),0 (0.88),1 (0.88),1,Fasttext,"(1,)",Fasttext,TRUE,TRUE
2 (0.84),0 (0.76),2 (0.8),2 (0.72),1 (0.88),2 (0.72),3 (0.8),1 (0.56),1 (0.96),4 (0.96),2 (0.96),2 (0.84),0 (0.8),2 (0.76),2 (0.88),2,Fasttext,"(1,)",Fasttext,FALSE,TRUE
2 (0.8),2 (0.92),2 (0.76),1 (0.8),3 (0.88),0 (0.88),1 (0.72),3 (0.64),1 (0.92),1 (0.72),2 (0.8),1 (0.72),2 (0.8),1 (0.76),1 (0.68),1,Fasttext,"(3,)",Fasttext,FALSE,TRUE
5 (0.88),4 (0.76),1 (0.72),0 (0.92),1 (0.88),1 (0.68),1 (0.84),2 (0.8),1 (0.96),2 (0.88),1 (0.92),0 (0.8),3 (0.72),1 (0.8),1 (0.92),4,ELMO,"(1,)",ELMO,FALSE,TRUE
1 (0.64),3 (0.76),3 (0.56),3 (0.72),1 (0.64),1 (0.44),1 (0.76),3 (0.68),1 (0.56),1 (0.52),3 (0.64),3 (0.68),1 (0.8),3 (0.48),5 (0.52),3,ELMO,"(1,)",ELMO,FALSE,TRUE
4 (0.72),1 (0.72),3 (0.92),3 (0.64),3 (0.76),4 (0.8),4 (0.92),2 (0.84),4 (0.76),1 (0.64),4 (0.72),5 (0.84),3 (0.88),4 (0.68),3 (0.8),4,"DistilBERT,LLAMA","(3, 1)",DistilBERT,FALSE,TRUE
3 (0.88),3 (0.88),3 (0.84),3 (0.84),3 (0.8),3 (0.84),1 (0.88),0 (0.92),5 (0.68),3 (0.88),3 (0.88),3 (0.76),3 (0.8),3 (0.88),3 (0.88),3,Glove,"(5,)",Glove,FALSE,TRUE
